Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,ENERGY STAR Score
4500,4390047,161224.0,120251.0,1987,1,100,121.7,14.1,245459.4,2481.4,1116.9,,,40.764179,-73.96119,8.0,118.0,4.750135956238277,4.801558999993482,2.6461747973841225,2.5649493574615367,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4504,2668380,59020.0,61175.0,1964,1,100,87.9,6.0,36066.7,360.7,124.4,3682.7,58.11,40.765158,-73.95963,8.0,118.0,4.405498990859024,4.476199804691132,1.791759469228055,5.666772649022301,8.211401457792075,4.062337766087015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4506,3110601,140552.0,161800.0,1964,1,100,341.3,28.1,1101.0,11.0,4188.6,,,40.765271000000006,-73.9599,8.0,118.0,5.853064177371955,5.832761855912661,3.3357695763397,-2.3025850929940455,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4510,2386859,132611.0,140299.0,1928,1,100,68.4,3.7,7153538.3,78617.1,168.0,4023.3,28.55,40.765869,-73.959333,8.0,118.0,4.152613470346076,4.225372824628505,1.308332819650179,5.940171252720432,8.299857740385004,3.351656936102019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4511,2797024,88200.0,85195.0,1961,1,100,94.3,6.0,5708829.9,61421.6,173.6,3744.0,42.45,40.766627,-73.959181,8.0,126.0,4.497584975308154,4.546481189639412,1.791759469228055,5.794232377578273,8.227909837597483,3.7483269127573564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4513,2715787,134070.0,134870.0,1963,1,100,114.4,9.1,418400.0,4184.0,407.7,,,40.766063,-73.95728299999999,8.0,126.0,4.739701078945697,4.739701078945697,2.2082744135228043,6.78502251359984,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4518,2794961,59000.0,59000.0,1958,1,100,5.6,1.6,,,30.6,1556.3,26.38,40.767891999999996,-73.958343,8.0,126.0,1.7227665977411035,1.7227665977411035,0.47000362924573563,-inf,7.350066488210964,3.2726061472891685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4519,4952513,310037.0,323151.0,1961,1,100,76.6,6.3,636850.0,6448.3,700.7,16492.3,48.47,40.767584,-73.959242,8.0,126.0,4.272490747605575,4.338597076746545,1.840549633397487,7.119311961044427,9.710648884299228,3.8809450498572846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4527,2794169,121234.0,118334.0,1929,1,100,,,2759859.2,,172.2,4177.3,32.54,40.768586,-73.95783,8.0,126.0,4.3134800921387715,,,6.255558084751145,8.337420383799842,3.482470101790892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4534,4946287,350000.0,349604.0,1987,1,100,62.3,5.0,429874.0,4298.7,607.1,7705.6,21.44,40.769703,-73.957695,8.0,126.0,4.089332020398556,4.131961425793407,1.6094379124341003,7.002155954403621,8.949702616234392,3.0652583362026014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4537,4036581,455173.0,353297.0,1979,1,100,142.3,10.5,38288102.4,382881.0,1276.6,,,40.770309000000005,-73.957251,8.0,134.0,4.967727793084979,4.957937505095806,2.3513752571634776,7.6522607518172245,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4544,2674089,217143.0,212380.0,1963,1,100,74.8,5.6,,,1220.4,,,40.770489000000005,-73.954052,8.0,134.0,4.316153890523174,4.314817884980432,1.7227665977411035,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4557,4405704,436168.0,268664.0,1999,1,100,80.0,10.8,1785958.3,18812.0,2081.0,16436.2,45.26,40.760095,-73.961178,8.0,10602.0,4.334672938290411,4.382026634673881,2.379546134130174,4.552823705615882,9.707241498340071,3.8124236402053913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4558,4410386,175701.0,238000.0,2015,1,0,267.5,27.4,40310640.4,413840.0,2091.3,9623.7,40.44,40.760011999999996,-73.958752,8.0,10602.0,5.576327819303087,5.589119566336061,3.3105430133940246,7.669074994645132,9.171984085098831,3.6998193941522706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4559,2686077,166078.0,140912.0,1961,1,100,131.2,6.0,16801516.1,157132.2,273.2,6902.1,48.64,40.760315999999996,-73.958524,8.0,10602.0,4.935193098929397,4.876722876509988,1.791759469228055,6.793914462558377,8.839580992107033,3.8844462376579116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4560,2587434,177920.0,193270.0,1963,1,100,29.6,5.6,1634006.1,20205.3,354.0,258.1,1.34,40.761302,-73.960188,8.0,10602.0,3.339321977944068,3.3877743613300146,1.7227665977411035,4.463606621666305,5.553347106724568,0.29266961396282004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
4561,2957229,65000.0,75833.0,1963,1,100,10.6,2.9,48337.5,483.4,66.8,20.9,0.28,40.761261,-73.960755,8.0,10602.0,2.312535423847214,2.3608540011180215,1.0647107369924282,0.9555114450274363,3.039749158970765,-1.2729656758128873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
4563,2956094,64630.0,68635.0,1928,1,100,129.8,37.5,126663.8,1313.8,832.6,3077.2,44.83,40.760682,-73.960629,8.0,10602.0,4.887337077751762,4.86599480426999,3.624340932976365,1.9021075263969205,8.03177537158478,3.802877558167348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4564,4412081,723578.0,468500.0,1950,3,100,112.3,6.3,40988608.4,447425.6,998.6,,,40.761499,-73.95869,8.0,10602.0,4.65586330030361,4.721173861744398,1.840549633397487,7.685748994952201,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4569,2748104,201882.0,234779.0,1920,1,100,22.5,5.3,1071919.9,10719.2,410.7,34958.4,148.43,40.762831,-73.95961700000001,8.0,116.0,3.1484533605716547,3.1135153092103742,1.667706820558076,4.041295341132285,10.461914062131761,5.000113466636674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4583,4410470,476089.0,517490.0,2014,1,100,321.4,45.0,,,12970.4,13309.6,25.72,40.765651,-73.956875,8.0,124.0,5.75447558897172,5.772686453303412,3.8066624897703196,-inf,9.496240858345534,3.2472688993694185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4584,2669915,357785.0,418480.0,1979,1,100,71.4,5.2,20975357.1,229445.2,729.0,,,40.766672,-73.956813,8.0,124.0,4.213607983048918,4.268297869345539,1.6486586255873816,7.01580218306527,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4585,2805176,400612.0,388498.0,1966,1,100,53.8,10.8,8688427.3,74111.4,1534.0,26555.1,60.26,40.765692,-73.954608,8.0,124.0,4.046553898385752,3.9852734671677386,2.379546134130174,6.134482053942907,10.186977098618568,4.098668533702155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4592,2806562,492654.0,492654.0,1939,1,100,2.1,0.6,,,98.0,,,40.767308,-73.95343000000001,8.0,124.0,0.7419373447293773,0.7419373447293773,-0.5108256237659907,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4594,4036546,410902.0,272614.0,1969,1,100,124.6,9.2,23690512.0,252306.8,826.7,15898.3,57.98,40.767931,-73.952974,8.0,124.0,4.789157022101107,4.825108606353353,2.2192034840549946,7.158436173289435,9.673967464253167,4.06009812349351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4598,3940345,82375.0,82200.0,1950,1,100,71.3,15.7,395738.2,3957.4,487.7,6330.3,77.01,40.770091,-73.953428,8.0,132.0,4.282206299391671,4.26689632742025,2.7536607123542622,3.044522437723423,8.753102907380121,4.343935283551159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4604,2665076,79936.0,96000.0,1961,1,100,70.2,5.7,,,195.8,4733.8,45.3,40.770216,-73.951305,8.0,132.0,4.259859000699674,4.251348311031766,1.7404661748405046,5.986200717432883,8.46248354161071,3.8133070324889884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4609,3540209,157260.0,145080.0,1960,1,100,66.6,4.7,7345680.6,80293.7,248.4,7999.2,50.23,40.771786,-73.951387,8.0,132.0,4.141546163706395,4.198704577546343,1.547562508716013,5.96665942818901,8.987096815661639,3.9166124577619534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4612,4896950,68806.0,68806.0,1960,1,100,394.5,95.9,5242001.7,46280.9,2124.7,,,40.760459000000004,-73.958196,8.0,10602.0,6.013470627370596,5.977619140285929,4.563305981889393,5.629058928460265,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4614,2808733,1200000.0,956131.0,1906,1,100,334.1,36.6,288591105.3,2885911.1,16578.0,,,40.763919,-73.95473199999999,8.0,116.0,5.8150256534721825,5.8114403493627105,3.6000482404073204,9.67535030344193,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4615,2805178,595492.0,499707.0,1987,1,100,113.0,10.4,,,5164.7,29435.9,44.94,40.765398,-73.95433,8.0,124.0,4.646312129319266,4.727387818712341,2.341805806147327,-inf,10.289970296840012,3.8053282667571833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4616,2795476,412135.0,512295.0,1955,8,100,156.6,45.9,,,7592.4,,,40.715666999999996,-73.97629599999999,3.0,1002.0,5.073297055220967,5.053694783556702,3.8264651170664994,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4617,2364194,407260.0,159660.0,2000,1,100,160.4,25.8,75905.9,759.1,5120.1,,,40.766315000000006,-73.954127,8.0,124.0,5.049214776063731,5.077670695432414,3.250374491927572,1.3862943611198906,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4618,4406842,78589.0,81767.0,1939,1,100,981.0,287.5,,,7592.4,,,40.765809000000004,-73.953377,8.0,124.0,6.908355099054105,6.8885724595653635,5.661222860237405,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4620,2796651,164806.0,211990.0,1988,1,100,69.8,20.3,118853.3,1211.7,1349.0,70643.4,333.24,40.765886,-73.953561,8.0,124.0,4.235554730773624,4.2456340097683265,3.0106208860477417,1.840549633397487,11.165399965489893,5.8088629511067085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4621,2388677,188446.0,167396.0,1964,1,100,147.8,7.8,21437857.6,208854.9,433.8,10148.8,58.87,40.766611,-73.953199,8.0,124.0,5.020585624949423,4.995860008514102,2.0541237336955462,7.037642539816559,9.225110750879633,4.07533162304017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4622,2798272,233223.0,171960.0,1988,1,100,182.4,35.2,547228.3,5472.3,2656.9,,,40.766589,-73.95314499999999,8.0,124.0,5.18850250054083,5.206202077640231,3.5610460826040513,3.370738174177447,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4623,2674707,117739.0,116189.0,1958,1,100,487.3,45.4,,,4355.0,26769.0,230.39,40.765977,-73.95376999999999,8.0,124.0,6.223964193346217,6.18887994984946,3.8155121050473024,-inf,10.194999780568262,5.439773525102031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4625,2796211,109185.0,53677.0,1907,1,100,90.6,26.6,,,462.0,3146.5,58.62,40.766624,-73.953188,8.0,124.0,4.529368472571809,4.506454213048934,3.2809112157876537,-inf,8.054046002966988,4.071075935282746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4634,4036548,257247.0,1092864.0,1964,1,100,80.5,4.8,72602686.5,706287.7,1715.5,,,40.769585,-73.951739,8.0,132.0,4.412798293340635,4.388257184424518,1.5686159179138452,8.257463453533985,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4637,4036552,530809.0,565309.0,1964,1,100,78.2,4.7,36823421.2,358222.6,870.2,,,40.769975,-73.95118599999999,8.0,132.0,4.384523514872469,4.359269647551265,1.547562508716013,7.578605724543472,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4641,2669481,98622.0,89026.0,1911,1,100,273.0,3.3,24884466.9,267096.0,114.1,7288.7,69.07,40.770911,-73.950774,8.0,132.0,5.54556799320548,5.60947179518496,1.1939224684724346,7.237274830175497,8.894080482626025,4.235120483100881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4645,4405708,102053.0,100553.0,1970,1,100,69.4,6.4,89357.3,893.6,495.4,,,40.777418,-73.96341,8.0,142.0,4.1728476237100445,4.239886867512759,1.8562979903656263,1.547562508716013,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4647,2670608,56017.0,53800.0,1930,1,100,90.4,6.8,42035.5,433.0,340.8,,,40.77661,-73.96278199999999,8.0,142.0,4.439115601658009,4.504244267398131,1.916922612182061,0.7884573603642703,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4648,2669656,60947.0,74766.0,1925,1,100,63.3,4.8,53922.6,551.5,339.0,,,40.776585,-73.96194399999999,8.0,142.0,4.0809215418899605,4.147885329150131,1.5686159179138452,1.0647107369924282,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4650,2670083,60150.0,63877.0,1928,1,100,80.1,6.2,83561.3,835.6,359.9,,,40.77597,-73.961269,8.0,142.0,4.3254562831854875,4.383275854074314,1.824549292051046,1.4816045409242156,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4652,3111799,111231.0,109660.0,1967,1,100,58.0,9.6,,,509.1,,,40.77686,-73.961309,8.0,142.0,4.018183201256536,4.060443010546419,2.2617630984737906,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4654,2670735,50888.0,52115.0,1926,1,100,83.9,8.0,151147.1,1511.5,312.3,,,40.777471999999996,-73.963002,8.0,142.0,4.370712874773608,4.429625613473161,2.0794415416798357,2.0794415416798357,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4656,3111751,93389.0,106009.0,1929,1,100,63.3,6.4,,,487.9,,,40.777916999999995,-73.963041,8.0,142.0,4.079230924412053,4.147885329150131,1.8562979903656263,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4658,4611763,155544.0,162950.0,1962,1,95,,,242637.1,,20.1,,,40.776540999999995,-73.95986500000001,8.0,142.0,4.0163830207523885,,,6.502190165873639,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4659,3110879,80405.0,79525.0,1916,1,100,75.8,6.2,,,171.3,2807.0,33.25,40.776744,-73.959716,8.0,142.0,4.238444906195857,4.328098292648326,1.824549292051046,5.694068782468562,7.939871576361883,3.5040547671018634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4660,2547242,60858.0,49822.0,1955,1,100,82.7,9.0,238185.9,2533.2,153.8,3598.5,66.79,40.777425,-73.961308,8.0,142.0,4.365643155423357,4.415219602029645,2.1972245773362196,5.230038525794742,8.188272370947859,4.201553368737545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4663,2670655,145230.0,165000.0,1912,1,100,62.5,6.0,6491289.9,69001.5,316.0,,,40.778246,-73.96235899999999,8.0,142.0,4.0943445622221,4.135166556742356,1.791759469228055,5.842964538789538,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4667,3110858,109076.0,111439.0,1978,1,100,81.0,7.7,6206034.0,62060.3,286.9,,,40.778493,-73.962622,8.0,142.0,4.406719247264253,4.394449154672439,2.0412203288596382,5.797879798035317,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4668,2659842,53084.0,50388.0,1981,1,100,58.9,13.6,636282.4,6658.5,224.8,2075.1,39.12,40.777914,-73.960976,8.0,142.0,4.055257173514054,4.075841090657541,2.6100697927420065,3.520460802488973,7.637764624274649,3.6666338451666167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4670,2693107,196727.0,231000.0,1962,1,100,55.8,5.7,8183988.3,81839.9,433.3,,,40.778923999999996,-73.961972,8.0,142.0,4.028916756899646,4.021773869387265,1.7404661748405046,6.131878450823196,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4671,4866847,106947.0,106700.0,1911,1,100,78.1,6.6,302323.5,3056.3,247.8,3358.8,28.86,40.778372,-73.96064,8.0,142.0,4.300002799195291,4.35799005684564,1.8870696490323797,6.082903607424764,8.119339046309408,3.3624565533457247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
