Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,ENERGY STAR Score
124,2826167,305900.0,113233.0,1972,1,100,,,,,,,,40.729341,-73.996157,2.0,5501.0,,,,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,2710354,470400.0,505205.0,1972,1,100,0.0,,,,0.0,,,40.729451,-73.99775600000001,2.0,5501.0,-inf,-inf,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,2826188,119170.0,158590.0,1966,1,100,9958.6,44.0,1495878417.0,14958784.2,2209.8,27410.9,172.84,40.728347,-73.995898,2.0,5501.0,9.201864553495138,9.206191778449849,3.784189633918261,11.33107859549442,10.218696023489633,5.152366311063733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,2825722,232930.0,247639.0,2001,1,100,30.6,7.1,1555140.0,15551.4,558.5,,,40.729409000000004,-73.997817,2.0,65.0,3.4210000089583352,3.4210000089583352,1.9600947840472698,4.414009680526933,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
128,3508788,91104.0,91100.0,2012,1,100,1.2,0.2,29500.0,330.6,6.9,,,40.73023,-73.997972,2.0,65.0,0.09531017980432493,0.1823215567939546,-1.6094379124341003,0.47000362924573563,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
130,2704422,202521.0,257259.0,1951,1,100,0.0,0.0,,,0.0,,,40.730979999999995,-73.999495,2.0,65.0,-inf,-inf,-inf,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,2825703,122500.0,61310.0,1895,1,100,52.9,15.5,,,301.2,,,40.730625,-73.998784,2.0,65.0,3.9684033388642534,3.9684033388642534,2.740840023925201,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,2704501,141811.0,168566.0,2001,1,100,10.1,2.9,53900.0,539.0,153.8,2032.1,12.05,40.729912,-73.999044,2.0,65.0,2.312535423847214,2.312535423847214,1.0647107369924282,1.0647107369924282,7.616825020085898,2.489064659936664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,2704702,69800.0,103680.0,1893,1,100,55.9,16.4,,,543.8,943.3,9.1,40.729827,-73.995429,2.0,59.0,4.034240638152395,4.023564380161053,2.797281334830153,-inf,6.8493843656558075,2.2082744135228043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,2825503,125450.0,151070.0,1929,1,100,4.2,0.0,591400.0,6387.1,0.0,1943.6,12.87,40.729245,-73.995919,2.0,59.0,1.3609765531356006,1.4350845252893227,-inf,3.4468078929142076,7.572297202531748,2.554899021608035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,2866471,100628.0,128679.0,1894,1,100,29.9,8.7,,,356.5,462.9,3.6,40.729456,-73.994667,2.0,59.0,3.3978584803966405,3.3978584803966405,2.163323025660538,-inf,6.137511048037225,1.2809338454620642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,2709676,56684.0,73913.0,1891,1,100,35.0,10.2,,,239.9,,,40.728978000000005,-73.995378,2.0,59.0,3.5553480614894135,3.5553480614894135,2.322387720290225,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,2826111,180000.0,258155.0,1895,1,100,11.2,3.3,,,279.3,,,40.730546000000004,-73.995237,2.0,59.0,2.4595888418037104,2.4159137783010487,1.1939224684724346,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,2826196,53482.0,60329.0,1906,1,100,0.0,0.0,168.5,1.7,0.0,,,40.730398,-73.994938,2.0,59.0,-inf,-inf,-inf,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,2710436,91402.0,124526.0,1901,1,100,0.0,0.0,,,0.0,1775.7,14.26,40.72984,-73.995418,2.0,59.0,-inf,-inf,-inf,-inf,7.4819499903647895,2.65745841498615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,3107613,,90870.0,2011,1,100,4.8,1.4,6300.0,63.0,39.8,,,,,,,1.5686159179138452,1.5686159179138452,0.3364722366212129,-1.2039728043259361,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,2709799,366268.0,262739.0,1896,1,100,1.5,0.5,,,37.5,,,40.729099,-73.99368199999999,2.0,57.0,0.4054651081081644,0.4054651081081644,-0.6931471805599453,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,2709808,366268.0,97711.0,1896,1,100,19.4,5.7,,,176.2,,,40.729099,-73.99368199999999,2.0,57.0,2.9652730660692823,2.9652730660692823,1.7404661748405046,-inf,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,2706453,55224.0,69021.0,1896,1,100,75.3,22.1,,,502.7,2538.1,36.77,40.731265,-73.99506,2.0,59.0,4.363098624788363,4.321480134805848,3.095577608523707,-inf,7.839171048601361,3.6046822953131805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,2709720,110447.0,119090.0,1928,1,100,17.4,1.4,118350.0,1183.5,53.1,,,40.73127,-73.999423,2.0,65.0,2.772588722239781,2.856470206220483,0.3364722366212129,4.585987366571318,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,3618216,,176351.0,1964,2,100,10.7,1.1,1253100.0,12531.0,59.5,,,,,,,2.3702437414678603,2.3702437414678603,0.09531017980432493,4.198704577546343,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,3617949,,515799.0,1848,3,100,104.8,11.8,15048437.4,165212.7,1929.0,,,,,,,4.581901559048737,4.6520537718869415,2.468099531471619,7.538761063004233,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,3054414,237021.0,117060.0,1848,1,100,124.4,14.0,5083589.4,54736.1,811.2,,,40.912828000000005,-73.902506,8.0,319.0,4.74406218485471,4.823502180305079,2.6390573296152584,6.69641677311769,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,3054433,,83366.0,1956,1,100,85.6,11.8,968041.9,10189.0,491.9,,,,,,,4.382026634673881,4.449685283147696,2.468099531471619,5.91350300563827,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,3618185,,,1925,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,3618215,,338996.0,1909,3,100,41.7,0.6,12258800.3,134506.4,62.7,,,,,,,3.6428355156125294,3.730501128804756,-0.5108256237659907,6.478663240242817,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,3618219,,166302.0,1910,3,100,3.9,0.8,215700.0,2157.0,39.0,,,,,,,1.33500106673234,1.3609765531356006,-0.2231435513142097,2.4423470353692043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,4037976,,83095.0,2009,2,100,,,297980.0,,77.9,0.0,0.0,,,,,2.617395832834079,,,2.760009940032921,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
179,5100178,55884.0,55884.0,2009,1,100,,,,,0.0,,,40.681258,-73.96514300000001,8.0,203.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
180,5894105,,27211.0,2009,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
181,4046078,357000.0,357000.0,2000,2,100,174.2,21.4,36108970.7,361089.7,2452.4,,,40.694476,-73.98718000000001,2.0,11.0,5.165928178502291,5.160204064418402,3.0633909220278057,7.558986116440791,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,5101855,63000.0,63000.0,1930,0,10,986.1,121.0,36108970.7,361089.7,2452.4,,,40.694685,-73.987166,2.0,11.0,6.90032776315334,6.893757769338284,4.795790545596741,7.558986116440791,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,4092487,540388.0,402587.0,1987,4,95,149.2,28.5,25863861.5,280479.5,4869.5,,,40.869429,-73.825737,10.0,46201.0,4.978112102390695,5.005287687769661,3.349904087274605,7.225335901779781,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
184,5070492,,21000.0,2013,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
186,5070501,540388.0,50000.0,2004,0,90,72.0,18.1,437401.8,5193.5,288.1,,,40.869429,-73.825737,10.0,46201.0,4.259859000699674,4.276666119016055,2.89591193827178,3.1441522786722644,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
341,4929379,,61798.0,2006,1,100,100.9,21.6,1452900.0,16778.4,430.5,5270.0,85.28,,,,,4.591071261608589,4.6141299273595635,3.0726933146901194,4.3463994570307305,8.569785641535407,4.445939960417534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,4406828,,2662400.0,1970,2,100,,,324774616.9,3221411.0,,37262.0,14.0,,,,,4.804021044733257,,,9.755584813612627,10.525729319580298,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,5877242,114400.0,114400.0,1970,1,80,,,,,0.0,,,40.609977,-73.92222,18.0,698.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,5877237,2548000.0,2548000.0,1970,1,80,,,,,0.0,,,40.610962,-73.920699,18.0,698.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,4442584,749142.0,70000.0,1953,1,100,72.9,,4674307.8,51005.1,0.0,4450.2,63.57,,,,,,4.289088639014612,,,8.400704317970566,4.152141660948318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,4442600,749142.0,17500.0,1953,1,100,72.0,,1152992.5,12591.6,0.0,1292.6,73.86,,,,,4.188138441508461,4.276666119016055,,4.11414718951828,7.164410972828795,4.3021714094244174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,4442622,749142.0,17500.0,1953,1,100,,,,,0.0,1271.7,72.67,,,,,,,,-inf,7.148109867026701,4.2859286446285445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,4442671,749142.0,70000.0,1953,1,100,69.3,,4434956.9,48518.9,0.0,3760.5,53.72,,,,,,4.238444906195857,,,8.232307206266459,3.9837853716550367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,4442679,749142.0,70000.0,1953,1,100,66.4,,4264454.9,46508.1,0.0,3807.6,54.39,,,,,,4.1956970564823886,,,8.24475434837715,3.9961803134348695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,4442683,749142.0,70000.0,1953,1,100,71.5,,4603057.1,50039.5,0.0,4873.6,69.62,,,,,,4.269697449699962,,,8.491588162700843,4.243051882383293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,4442689,749142.0,70000.0,1953,1,100,78.8,,5095392.3,55140.2,0.0,4891.5,69.88,,,,,,4.366912996863833,,,8.495254283897484,4.246779485265856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,4442692,749142.0,70000.0,1953,1,100,,,4574489.3,,0.0,3599.6,51.42,,,,,,,,,8.188578007159794,3.9400272018377436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,4442267,363265.0,35000.0,1953,1,100,,,,,0.0,1241.0,35.46,,,,,,,,-inf,7.123672785204607,3.5684053006460617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,4442334,363265.0,35000.0,1953,1,100,,,,,0.0,1171.4,33.47,,,,,,,,-inf,7.065954893655682,3.510649515223235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,4442348,363265.0,35000.0,1953,1,100,,,,,0.0,1104.1,31.55,,,,,,,,-inf,7.0067858024450915,3.4515735889872223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,4442358,363265.0,35000.0,1953,1,100,,,,,0.0,1272.4,36.36,,,,,,,,-inf,7.148660159874989,3.5934692693092782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,4442366,363265.0,70000.0,1953,1,100,129.8,,8239640.2,90831.3,0.0,5485.5,78.36,,,,,,4.86599480426999,,,8.609863526257545,4.36131359307634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,4442427,789880.0,70000.0,1955,1,100,,,,,0.0,4243.0,60.61,,,,,,,,,8.353025845202325,4.104459895963194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,4442469,789880.0,17500.0,1955,1,100,75.2,,1206680.0,13168.1,0.0,554.3,31.67,,,,,4.23410650459726,4.320151230955794,,4.160444363926624,6.3177060564257586,3.4553698605505483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,4442517,789880.0,17500.0,1955,1,100,76.4,,1246055.0,13363.7,0.0,1045.0,59.72,,,,,4.26549281841793,4.335982696172475,,4.192680462942962,6.951772164398911,4.089666972670989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
242,4442774,394644.0,70000.0,1954,1,100,,,,,0.0,4379.1,62.56,,,,,,,,,8.384598502804643,4.136126096237056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,4455736,316000.0,157998.0,1953,1,100,,,,,0.0,,,40.660488,-73.933165,9.0,880.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
249,4455738,316000.0,105332.0,1953,1,100,,,,,0.0,,,40.660488,-73.933165,9.0,880.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250,4455741,316000.0,52666.0,1953,1,100,,,,,0.0,,,40.660488,-73.933165,9.0,880.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,4495788,,536000.0,2014,3,80,101.9,28.1,2901091.8,32489.9,4822.0,,,,,,,4.628886712605407,4.623991940228679,3.3357695763397,5.03760174232607,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,5060127,,536000.0,2014,1,80,6.1,,2901091.8,32489.9,0.0,,,,,,,1.6863989535702288,1.8082887711792655,,5.03760174232607,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,5060124,419742.0,419742.0,2014,1,80,,,,,0.0,,,40.866288,-73.83060400000001,10.0,46201.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,5060126,363140.0,363140.0,2014,1,80,,,,,0.0,,,40.866412,-73.830658,10.0,46201.0,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,4517388,175941.0,102632.0,1952,1,100,,,,,0.0,,,,,,,,,,-inf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,4868217,,302053.0,1930,2,100,55.6,15.8,546700.0,5467.0,1506.8,,,,,,,4.018183201256536,4.018183201256536,2.760009940032921,3.367295829986474,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,3942618,,94717.0,1930,1,100,177.2,50.2,546700.0,5467.0,1506.8,,,,,,,5.177279038170981,5.177279038170981,3.9160150266976834,3.367295829986474,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
